descrizione,label,dominio
media valle fiume aterno pressi frazione civita bagno trova sito archeologico medievale civitas sancti maximi comitatu furconensi ultimi anni state effettuate numerose campagne scavo portato luce interessante complesso monumentale attesta presenza insediamento eta tardo repubblicana dati epigrafici reperti portati luce contribuiscono fornire quadro completo area effetti numerose testimonianze archeologiche gia note centro abitato poiche edifici piu recenti spiccavano spiccano tuttora tratti mura strutture romane sottostanti antica cattedrale san massimo resti complesso termale stati inglobati fondazioni edificio cinquecentesco villa oliva tempio dedicato feronia rinvenuto reinterrato anni settanta oltre numerose iscrizioni funerarie dedicatorie confermano esistenza centro abitato d eta romana,High_Quality,Architettura
premiazione progetto costruzione villaggio rurale martella matera sinistra destra architetti ludovico quaroni federico gorio piero maria lugli luigi agati michele valori,High_Quality,Architettura
sagrestia basilica oltre manufatti pietra xvi secolo attribuiti rocco vicenza bel lavabo conserva diversi oggetti arte sacra croce reliquiario astile datata meta xiv secolo gia trafugata parzialmente ricomposta grazie rinvenimento circa anni fa alcune parti sottratte recuperate national gallery washington british museum londra stata reintegrata altri pezzi qualita croce argento fuso dorato smalti traslucidi altissima possono individuare due diversi mani piu corsiva espressionista piu raffinata devono san francesco san venanzio patrono camerino,High_Quality,Architettura
disegno studio planimetria veduta prospettica concorso nazionale nuovo palazzo uffici camera deputati eseguito alberto giuseppe samona roma ca,High_Quality,Architettura
michele busiri vici studio privato via cornelio celsio roma primi anni attivita anni,High_Quality,Architettura
tre gradini lastra tripartita inserite tre iscrizioni sormontata timpano decorato baionetta elmetto fronde lauro davanti cancellata protegge monumento tripode ottone zampe teste leonine soggetto assente,High_Quality,Architettura
pagina destra foglio unico inventariata prolunga superiore attaccata ulteriore prolunga superiore staccata inventariata fn ampie dimensioni numerazione moderna matita bis tavola ripiegava lato destro basso alto chiusura volume raffigurazioni pianta alzato sezione ambulacro trabeazione capitello base colonne podio gradini triglifo misure iscrizioni eseguito tratto architetture roma tempietto san pietro montorio,High_Quality,Architettura
bozzetto monumento funebre edicola medaglione centrale contiene busto virile profilo entro lesene rastremate sostengono timpano semicircolare timpano contiene busto virile tiene corona fiori poggia basamento trova epigrafe,High_Quality,Architettura
paesaggio fantastico rovine statua antica interno riquadro coronato timpano mistilineo festone paesaggi sculture,High_Quality,Architettura
lapide sepolcrale sormontata timpano interno inseriti monogrammi cristologici formati lettere x p incrociate lati alfa omega maiuscole soggetti sacri simboli monogramma,High_Quality,Architettura
casa natale padre david maria turoldo costruita attorno meta xviii secolo potrai trovare esposti materiali manufatti attinenti opera poetica letteraria religiosa frate casa natale padre maria turoldo testimonianza edilizia rurale tipica epoca friuli inserita interno corte attorno sviluppano costruzioni uso rustico agricolo portico arricchito due porte accesso conduce parte abitativa composta cucina due camere letto povere anguste sottotetto funzione magazzino oggi adibito sala convegni piccola biblioteca finestre lineari filtrare luce interni bui murature ciottoli fiume tagliamento misti frammenti cotto due stanze appartenute famiglia turoldo potrai inoltre osservare originaria struttura mantenuta tale volonta comune sedegliano eseguito lavori ristrutturazione,High_Quality,Architettura
nuova sistemazione complesso termale fonti bonifacio viii fiuggi veduta generale sala mescita invernale,High_Quality,Architettura
tratta settore necropoli incinerazione eta ferro databile viii vii secolo parte sepolture urna rinvenute state ricostruite visibili posto,High_Quality,Architettura
fotografia realizzata studio vasari edifici torre ina assicurazioni viale etiopia roma progettati architetto mario ridolfi wolfgang frankl torri otto piani presentano struttura cemento vista rastremata verso alto conclusa tetto fortemente inclinato tamponature colorate formelle dipinte sotto finestre,High_Quality,Architettura
ritratto architetto liliana grassi,High_Quality,Architettura
frammento capitello costituito due stretti caulicoli leggermenti sporgenti dipartono base centro facce formano volute angoli sotto volute quattro foglie acanto occupano angolo tramite base circolare abaco quadrato,High_Quality,Architettura
grande biblioteca lombarda fondata cardinale federico borromeo prime gesto illustre mecenate venisse aperta pubblica lettura concepita fondatore centro studio cultura volle infatti fiorissero lato altre istituzioni collegio dottori accademia belle arti pinacoteca primo presidente pittore giovan battista crespi detto cerano nuova istituzione inizi vita fiorente aderirono architetti pittori scultori insigni quali biffi mangone procaccini morazzone daniele crespi nebbia piu tardi decadde finche cesso esistere,High_Quality,Architettura
fotografie bianco nero arredi sacri paramenti liturgici dipinti dipinti murali sculture elementi architettonici chiesa parrocchiale san filippo neri frutto digitalizzazione immagini appartenenti schede oa realizzate sotto supervisione ufficio catalogo soprintendenza patrimonio storico artistico etnoantropologico piemonte finanziate ministero beni attivita culturali arco anni ogni scheda descrive singolo oggetto possono appartenere piu fotografie seconda caratteristiche opera informatizzazione schede cartacee tuttora corso acquisizione fototografie originarie formato analogico stata fatta secondo standard iccd rispettando livello b,High_Quality,Architettura
complesso termale vasto antica histonium piu grande intera fascia adriatica italia centro meridionale infatti estensione circa metri quadrati inoltre molta parte sito ancora sepolta sotto vicina strada adriatica chiesa sant antonio,High_Quality,Architettura
dopo rsquo incendio d distrusse gran parte centro roma rsquo imperatore nerone costruire nuova residenza pareti ricoperte marmi pregiati volte decorate d rsquo oro pietre preziose tanto meritare nome domus aurea venne progettata architetti severo celere decorata pittore fabullo rsquo enorme complesso comprendeva sconfinati vigneti pascoli boschi lago artificiale tesori saccheggiati citt agrave d rsquo oriente preziosi ornamenti fra quali colossale statua rsquo imperatore vesti dio sole morte nerone successori cercarono seppellire cancellare ogni traccia palazzo lussuosi saloni spogliati rivestimenti sculture riempiti terra fino volte sopra costruite grandi terme tito traiano valle sottostante edificato colosseo fastose decorazioni fresco stucco domus aurea rimasero nascoste fino rinascimento allora alcuni artisti appassionati antichit agrave pinturicchio ghirlandaio raffaello giovanni udine giulio romano calandosi alto pensavano grotte iniziarono copiare motivi decorativi volte decorazioni chiamate ldquo grottesche rdquo riscoperta iniziarono problemi conservazione pitture stucchi sbiadirono velocemente causa rsquo umidit agrave finirono essere dimenticati solo dopo ritrovamenti affreschi pompei studiosi interessarono nuovo grottesche romane ripresi scavi domus aurea,High_Quality,Architettura
scuola elementare giuseppe mazzini bassano grappa disegno eseguito copia eliografica interventi pastelli colorati piante sottopiano sotterraneo annotazioni materiali tipologie serramenti ca progetto realizzato daniele donghi collaborazione giuseppe indri,High_Quality,Architettura
sito castello camino provincia alessandria castello ancora ottimo stato visitabile dispone foresteria sale ricevimenti ampia sezione dedicata cantine vasta scelta vini numerosi eventi ospitati possono consultare calendario,High_Quality,Architettura
digitalizzazione rivista materiali dipartimento geografia volumi tematici raccolgono lavori principali filoni ricerca seguiti dipartimento geografia universita studi padova possono contenere atti convegni curati afferenti dipartimento oltre volumi gia digitalizzati avra cura continuare operazione volumi periodicamente pubblicati,High_Quality,Architettura
alzato doppio interasse alternato due diverse altezze sportelli decorati semplici specchiature modanate dimensioni diverse lesene scanalate capitello ionico definiscono spigoli mentre cornici dentelli decorano trabeazione armadi piu alti sormontati vasi acroteriali fiori teste cherubiche girali vegetali decorano invece zona inferiore,High_Quality,Architettura
materiale racolto partire cesare lombroso successori cattedra medicina legale universita torino,High_Quality,Architettura
prospetto pianta tre colonne rimaste tempio giove statore china bistro quotati china rossa fondo chiaro entro linea margine china inf pianta tre colonne sup alzato tre colonne capitello composito sorreggenti parte trabeazione,High_Quality,Architettura
collezione digitale cittadella fortificata acaya territorio vernole provincia lecce percorso attraverso testo immagini video permette accedere borgo medievale,High_Quality,Architettura
lapide inserita struttura architravata sormontata timpano spezzato stemma reale decorata festoni frutta stucchi forma greche ovuli sopra lapide ritratto circolare bassorilievo bronzo incorniciato decorazioni marmo,High_Quality,Architettura
scenograficamente affacciato campagna romana roma barco borghese vasta spianata forma quadrangolare affaccia gruppo casali epoca rinascimentale risalenti fase area ricadeva proprieta altemps prima borghese poi vicina villa mondragone visita svolge suggestivo itinerario sotterraneo storia leggende tecnologia antica culminante visione raro corredo epigrafico eta romana tracciato pennello carboncino sgraffio intonaco ambienti piu interni indagini archeologiche avviate lungo fronte nord occidentale complesso inoltre riportato luce fronte monumentale articolata aule ornate semicolonne doriche oggi utilizzata quinta scenica spettacoli musicali tradizionalmente inteso enorme basamento villa romana barco borghese avra bisogno ancora estese approfondite indagini archeologiche corretta interpretazione funzionale ancora completamente chiarita comunque certo partire prima meta sec d complesso trova inserito vasta proprieta demanio imperiale facente capo villa antica oggi impiantato centro storico frascati sviluppava limitrofa sottostante localita cocciano,High_Quality,Architettura
raccolte istituto ubicato ex monastero olivetano san michele bosco eretto origini risalgono xii secolo comprendono biblioteche scientifiche appartiene donazione putti proveniente celebre chirurgo ortopedico vittorio putti sistemata ex appartamento priore conventuale unisce manoscritti incunaboli piu duecento cinquecentine oltre mille libri antichi medicina interessanti collezione strumenti chirurgici eta antica preindustriale serie oltre ritratti autografi famosi medici sfera armillare globo greuter due splendide statuette anatomiche xvi secolo importante patrimonio cartaceo istituto consta oltre ventimila volumi fra monografie riviste interesse ortopedico conservato sale antica libreria olivetana progettata priore taddeo pepoli giangiacomo affrescata domenico maria canuti allievo guido reni svizzero haffner,High_Quality,Architettura
oltre documentarne attivita compositore evocare genio grande musicista italiano villa verdi prefigge mettere luce uomo vita quotidiana passioni autentiche dopo aver vissuto vienna londra parigi spinto desiderio tornare luoghi visto crescere giuseppe verdi acquista diventera dimora preferita tenuta sant agata ampliata sistemata maestro qui abito seconda moglie celebre cantante lirica giuseppina strepponi odierno percorso museale snoda solo parte edificio attraversando stanza strepponi arredi originali spogliatoio cantante camera letto studio verdi altre due sale quali conservano documenti fotografie copie opere verdiane arredo camera letto grand hotel milano musicista mori villa circondata grande parco progettato compositore fa parte itinerario verdiano altre tappe roncole busseto stanze visitabili abitate musicista moglie spogliatoio consorte contiene oltre toilette armadio vestiti piano pedali marca fritz usato compositore anni vanno rigoletto aida sotto pianoforte posto baule effetti personali partitura de forza destino stanza adiacente adibita strepponi camera letto mostra letto baldacchino stile genovese reliquiario mobili intarsiati quadri scuola correggio signora amava giuseppina strepponi spense stanza novembre camera dormiva lavorava verdi senza dubbio piu suggestiva scrittoio maestro componeva letto baldacchino pianoforte libri busto ritratto terracotta eseguito vincenzo gemito napoli gia sistemato parco villa particolarmente evocativa teca ove conservano guanti utilizzati occasione direzione messa requiem milano maggio memoria alessandro manzoni maestro legato profonda ammirazione amicizia studio figurano spartiti scritti verdiani altri musicisti bach mozart haydn beethoven cappelliera cilindro altri documenti riguardano vita politica musicista deputato senatore regno d italia infine camera hotel de milan albergo milanese verdi spiro alba gennaio arredi trasportati presso villa,High_Quality,Architettura
elaborazione digitale costituita tavole grafiche modelli tridimensionali rilievi scavi archeologici effettuati precedenti campagne scavo ala levante complesso uffizi corrispondente tratto navata sud antica chiesa s pier scheraggio rimangono stato attuale poche tracce romanica chiesa san pier scheraggio cara memoria storica fiorentina antiche chiese urbane inglobata poi interno uffizi altre costruzioni retrostanti dati archeologici acquisiti interventi scavo risultati grande interesse conoscenza vicende architettoniche chiesa ricomposizione topografia storica locale area urbana,High_Quality,Architettura
etnografia arte sacra locale,High_Quality,Architettura
capitello presenta angoli quattro lingue bue sovrastate ciascuna testa mentre quattro lati tamburo aggetta fiorone alto rilievo,High_Quality,Architettura
organo racchiuso cassa legno verniciata marrone lati due lesene parte scanalate capitello,High_Quality,Architettura
disegno planimetria raffigurante schema generale circolazione urbana comune genova anni affida commissione costituita giovanni astengo robert auzelle mario coppa ezio cerutti eugenio fuselli revisione piano regolatore generale citta settembre commissione presenta relazione tecnica oltre quattro ipotesi sviluppo urbanistico affronta problema ossatura infrastrutturale,High_Quality,Architettura
parco archeologico archeoderi vallata san pasquale inaugurato giugno sorge bova marina intorno area sinagogale rinvenuta anni ottanta presso contrada trae nome deri richiamando tradizione antica delia scyle secondo antichi romani troviamo sito archeologico piu importanti mediterraneo infatti sinagoga risalente iv secolo d piu antica occidente dopo ostia antica ritrovamento aperto nuovi scenari storici presenza ebrei calabria meridionale inizialmente identificata villa romana stata poi accertata esatta natura grazie rinvenimento mosaico raffigurante piu importanti simboli giudaici menorah shoffar cedro ramo palma nodo salomone dopo ritrovamento sito visitato allora rabbino capo roma elio toaff confermo piena compatibilita ritrovamenti struttura sinagogale,High_Quality,Architettura
fusto scanalature tortili privo capitello base completato alto modanatura toro appoggia lampada argento brunito forma coppa piede circolare decorato foglie rilievo coppa simile tamburo iscrizioni rilievo colonnina poggia zoccolo marmo scritta s p q r coppa preceduta crocetta patente,High_Quality,Architettura
progetto istituto scienze lettere china bistro acquerello azzurro grigio fondo chiaro entro linea margine china prospetto edificio due piani avancorpo centrale preceduto gradinate otto colonne timpano inciso corpo fabbrica aggettante mattoni lungo pareti serie aperture architravate angoli quattro semicolonne lisce capitello corinzio divise finestra timpano lat fianchi due avancorpi relativi ingressi,High_Quality,Architettura
lettura iconografica colonna capitello figura maschile scudo spada aureola campanile drago lancia categoria merceologica tipo evento attivita finanziarie assicurative assicurazioni nomi colonna san todaro bacino san marco piazza san marco generali assicurazioni generali san teodoro amasea nicolo barattiero sebastiano ziani luoghi venezia,High_Quality,Architettura
nome etrusco citta documentato doveva discostarsi molto forma orcla tramandata forme altomedievali insediamento sorgeva via clodia occupava stretto pianoro confluenza pile acqualta torrente biedano unico accesso comunicazione citta utilizzato via identificata romana via clodia attraversava collina tutta lunghezza scavalcava biedano ponte tre arcate oggi diruto risalire poi direzione tuscania via clodia profondamente tagliata pareti tufacee localita prende caso nome cava buia tratto viario eta romana costituisce ancora oggi paesaggi piu suggestivi incontaminati etruria meridionale interna nucleo piu antico insediamento etrusco parte centrale pianoro periodo maggiore fioritura datato fine iv sec meta ii sec paesaggio attuale pianoro norchia dominato ruderi insediamento medievale pieve san pietro castello torre guardia fama norchia strettamente legata spettacolari necropoli rupestri circondano mostrano esibizione ricchezza legata ceto sociale aristocrazia agraria voleva distinguersi pubblicamente varieta tipi architettonici vastissima tombe facciata due tre ordini disposti gradoni parte naturali parte costruiti modificando aspetto morfologico pendici pianori segnaliamo tomba tre teste tomba prostila tomba ciarlanti tomba camino complesso tombe smurinas fosso pile altro settore monumentale necropoli spalle fondovalle biedano ospita tomba lattanzi mentre gruppo scenografiche tombe tempio affaccia fosso acqualta,High_Quality,Architettura
villa colle cardinale is the most well known of the umbrian villas named after its first owner cardinal it stands imposingly on the hill dominating the narrow valley of the caina riverbank at the foot of the western side of mount tezio near perugia the complex dominates the countryside from the heights of terracing and occupies the entire hill of the cardinal which is quite probably of archaeological importance rich water and secret aqueducts it towers over the valley that led towards the roads to the sea and the land ruled by the vitelli and the montefeltro the cardinal fulvio corgna commissioned the work of construction of this edifice that was probably designed around as magnificent summer residence responding to the renaissance concept of place of delight probably the cardinal personally requested the architect galeazzo alessi who was the favorite designer of the powerful family the nephew of the cardinal diomede penna adopted by him inherited the residence before the extinction of the family and before the villa was sold to the oddi at the time already oddi baglioni who transformed it the second half of the th century into an important literary saloon that would remain as such with the successive families of the cesaroni and the parodi the palace appears as compact block with rectangular floor plan set on terracing it also has basement with large rooms that are crossed by the gallery for the access of coaches the importance of the main facade is underlined by the arched and rusticated entrance portal with flight of steps leading to it and the balcony of the salon d honneur that opens above it where there is large window that is higher and more inwardly set than the others inside the villa has magnificent grand staircase central salon d honneur with richly adorned coffered wooden ceiling and richly decorated walls the frescoes of the villa were executed by salvio savini the favorite painter of the corgna further decorations are of leopardi and labruzzi the complex has several annexes such as the warden and the gardener house the lemon house the greenhouse for orchids and four hunting lodges the burgh once service area for the villa stands at the far southern end of the complex the green area is organized around the access drive going up the hill the th century setting underwent significant transformations the th and the th century and so the visual impact is baroque on the left of the villa there is the winter garden which is set on three levels and connected by flight of stairs while on the right there is the english garden modified the second half of the th century main entrance the large square with the erin fountain and the lake with its islands and enriched with new plants the villa has been the property of the ministero beni culturali since and together with the lemon house is used as the venue for congresses and events,High_Quality,Architettura
anfiteatro extraurbano pertinente colonia liternum resta vista parte cavea gradinate databile fine ii successivi rifacimenti eta imperiale,High_Quality,Architettura
basamento modanato tre pilastri tarsie cornici mondate base capitello aggettanti scandiscono balaustrata pilastri addossano semibalaustri fra ogni settore contiene tre balaustri chiude cornice piana,High_Quality,Architettura
capitello due facce forma approssimativamente trapezoidale percorso basso verso alto decorazioni vegetali stilizzate teminanti ricciolo parte superiore manufatto,High_Quality,Architettura
mensa pilastrini balaustro poggiante piedistallo due gradini mostra altare costituita due colonne lisce base dado capitello ionico festonato lumeggiature dorate sostenenti trabeazione fregio liscio tre clipei figurati centro estremita timpano triangolare spezzato cartella centro contenente stemma sovrastata clipeo monogramma cristologico toro pietra contiene dipinto n p,High_Quality,Architettura
attualmente restauro,High_Quality,Architettura
area archeologica sant anastasia situata parte alta sardara santuario nuragico fulcro tempio pozzo risulta inserito articolato insediamento carattere civile religioso ancora fase scavo esso comprende circa m s primo pozzo secondo pozzo sacro parte grande recinto andamento curvilineo interno individuano resti diverse capanne dentro chiesa dedicata s anastasia invece presente pozzo nuragico d uso inserito originariamente capanna villaggio luogo certificato herity,High_Quality,Architettura
bontempelli theater teatro trova interno piccolo centro citerna situato parte piu nord umbria confine toscana nasce teatrino privato inizio xviii secolo annesso casa campagna nobili vitelli collega sovrappasso via principale dopo fase abbandono proprieta passo inizio ottocento comune ricostruire sala teatrale piuttosto semplice dotata palco tavole alcune scene mobili panche sala otto colonne muratura sorreggere galleria danni piuttosto gravi provocati terremoto richiesero interventi restauro momento sala acquista nuova esile galleria pianta arcuata gusto liberty sostenuta colonne ghisa scanalate capitelli fogliati balaustra metallo disegnata nido d ape piccolo motivo decorativo lira parte centrale scaletta legno consente salire sorta tribuna d onore puo accogliere pochi spettatori fronteggia palcoscenico restaurato nuovamente corso xx secolo stato riaperto riportato piena attivita puo contenere spettatori,High_Quality,Architettura
capitello percorso tamburo rade fasce verticali mentre zona superiore decorazione grosse foglie angolari inframezzate testine frontali lieve aggetto tre lati forma floreale quarto,High_Quality,Architettura
sito liquoreria carlotto ditta storica piu secolo produce negozio valdagno provincia vicenza liquori artigianali secondo ricette originali quali famoso rosolio sito racconta storia azienda descrivono diverse tipologie liquori,High_Quality,Architettura
attraverso narrazione fumetti protagonista nurak nonno collezione permette scoperta nuraghe barumini fortezza simbolo architettura sardegna preistorica,High_Quality,Architettura
capitello rango grasse foglie d acqua nervate raggruppate due coppie lati lunghi partono unite spesso collarino ripiegano divergendo pennacchio risulta fra punte ripiegate spunta foglia lobi lanceolati rivolti verso destra lobo solcato sovrapposto lati corti fra due coppie insinua stretta foglia d acqua abaco tavoletta modanato semplice risega,High_Quality,Architettura
corpo specchiature modanate alzata specchiature quadrangolari mistilinee sopra parte centrale statua san michele arcangelo schiaccia drago scalino poggia dossale fiore centrale ali laterali delimitate parte superiore due colonne laterali capitello corinzio specchiature lesene capitello terminazione timpano spezzato scranno schienale braccioli inserito struttura piu ampia costituita specchiature varia grandezza fastigio costituito ramo iscrizione racchiuso entro cornice modanata,High_Quality,Architettura
imponente struttura muraria visibile lunghezza m ca altezza m ca inglobata fondazioni ala meridionale palazzo proprieta comunale gia sede tribunale essa realizzata conglomerato ciottoli malta intervallata due doppi filari mattoni sesquipedali distanti circa cm fasce laterizie formano due riseghe larghe cm determinano quindi restringimento muro larghezza orientamento struttura determinabili essa collegabile altro muro analogo rinvenuto esterno palazzo occidente vicina piazza garibaldi largo m messo luce lunghezza m ca mettendo insieme diversi rinvenimenti ricostruiscono tre muri orientati rispettivamente nw w sw uniscono angoli maggiori sw,High_Quality,Architettura
frantoi ipogei costituiscono monumentale testimonianza architettura,High_Quality,Architettura
pagina sito comune borghetto bordera dedicata castello torre ratti presenti accurata descrizione storico artistica galleria immagini,High_Quality,Architettura
