oggetto,id,tipologia,titolo,descrizione
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900187014,0900187014,dipinto,madonna bambino by domenico michelino,tavoletta centinata semplice cornice dorata vergine mezza figura manto blu scuro bordato motivi geometrici dorati volta verso destra guarda bambino torso nudo gambe coperte panneggio azzurro intenso sfondo azzurro stagliano candidi gigli due aureole dorate presentano circonferenza puntinatura interno senso centrifugo teste figure raggi sottili incisi tavola
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900187138,0900187138,dipinto,dipinto bottega fiorentina,dipinto raffigurante nativita vergine primo piano due donne lavano piccola maria bacile rame donna destra vestita azzurro sinistra rosso mantellina azzurra lenzuolino sotto bambina bianco destra cesta vimini contenente fasce panni bianchi piegati piano piu arretrato destra seduta donna vestita rosa mani conserte sfondo letto coperta rossa giace s anna vestita bianco grigio donna vestita rosa scuro grembiule bianco portando vassoio pavimento stanza color terracotta
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900187576-0,0900187576-0,predella,madonna san paolo apostolo san giovanni evangelista san pietro apostolo domenico michelino,predella ricostruita composta serie quattro tondi riquadrati dipinti tempera legno fondo blu scuro raffigurate figura quasi intera madonna manto azzurro san pietro mantello giallo oro tunica celeste libro rosa san paolo tunica verde veste rosa san giovanni manto rosa bordi dorati aureole disco d oro ogni tondo riquadrato includendo angoli dorati
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900187576-1,0900187576-1,scomparto di predella,madonna domenico michelino,tondo riquadrato dipinto tempera legno fondo blu scuro raffigurante madonna addolorata
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900187576-2,0900187576-2,scomparto di predella,san paolo apostolo by domenico michelino,tondo riquadrato dipinto tempera legno fondo blu scuro raffigurante san paolo apostolo tunica verde veste rosa
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900187576-3,0900187576-3,scomparto di predella,san giovanni evangelista by domenico michelino,tondo riquadrato dipinto tempera legno fondo blu scuro raffigurante san giovanni evangelista manto rosa bordi dorati
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900187576-4,0900187576-4,scomparto di predella,san pietro apostolo by domenico michelino,tondo riquadrato dipinto tempera legno fondo blu scuro raffigurante san pietro apostolo mantello giallo oro tunica celeste libro rosa
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900194885,0900194885,dipinto,dipinto by stanzione massimo,dipinto raffigurante annunciazione vergine abito colore rosso manto azzurro velo bianco rappresentata lato sinistro dipinto mano destra appoggiata petto sostenere velo scende capo sinistra rivolta basso mentre genuflette davanti libro posto inginocchiatoio pavimento fronte madonna vaso fiori policromi mentre alto sinistra arcangelo gabriele veste giallo ocra giglio mano destra reca maria annuncio elezione madre dio raffigurato colomba indica luce cielo cherubini
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900284206,0900284206,statua,san giovanni battista buglioni benedetto,statua raffigura san giovanni battista
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900284208,0900284208,dipinto,gesu cristo salvatore bottega fiorentina,dipinto tempera tavola raffigurante cristo benedicente rappresentato mezzo busto manto decorato motivi geometrici mano sinistra regge globo sormontato croce mentre destra atteggiamento benedicente
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900288942-0,0900288942-0,calice,calice bottega fiorentina,calice piede base circolare doppio gradino modanato decorazione doppia foglia nervata motivo romboidale collo piede festoni applicati tenuti insieme teste cherubini placchette scene passione cristo nodo vaso decorazione festoni frutti tenuti insieme figure angeliche sottocoppa spighe grano traforo placchette ulteriori scene passione
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900288942-1,0900288942-1,placchetta,ultima cena bottega fiorentina,placchetta argento raffigurata rilievo ultima cena
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900288942-2,0900288942-2,placchetta,cristo davanti pilato bottega fiorentina,placchetta raffigurata rilievo scena cristo davanti pilato
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900288942-3,0900288942-3,placchetta,gesu cade sotto croce bottega fiorentina,placchetta rilievo raffigurante scena gesu cade sotto croce
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900288942-4,0900288942-4,placchetta,crocifissione madonna s giovanni evangelista maria maddalena bottega fiorentina,placchetta rilievo raffigurante crocefissione madonna s giovanni evangelista maria maddalena
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900331751,0900331751,custodia di reliquiario,custodia reliquiario bottega fiorentina,custodia reliquiario cuoio impresso dorato
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900743796-0,0900743796-0,paramento liturgico,paramento liturgico manifattura francese manifattura italiana,parato composto pianeta stola manipolo velo calice borsa corporale realizzato lampasso fondo operato righe piccoli fiori impostano sinuosi merletti verticali interrotti bouquets floreali bordato galloni lino seta avorio filato d oro motivo bastoni foderato tela beige taffetas giallo velo stola manipolo bordate frangia seta beige oro filato
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900743796-1,0900743796-1,pianeta,pianeta manifattura francese manifattura italiana,pianeta realizzata lampasso fondo operato righe piccoli fiori impostano sinuosi merletti verticali interrotti bouquets floreali bordato galloni lino seta avorio filato d oro motivo bastoni
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900743796-2,0900743796-2,manipolo,manipolo manifattura francese manifattura italiana,manipolo realizzato lampasso fondo operato righe piccoli fiori impostano sinuosi merletti verticali interrotti bouquets floreali bordato galloni lino seta avorio filato d oro motivo bastoni frangia seta beige oro filato
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900743796-3,0900743796-3,velo di calice,velo calice manifattura francese manifattura italiana,velo calice realizzato lampasso fondo operato righe piccoli fiori impostano sinuosi merletti verticali interrotti bouquets floreali bordato galloni lino seta avorio filato d oro motivo bastoni
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900743796-4,0900743796-4,borsa del Corporale,borsa corporale manifattura francese manifattura italiana,borsa corporale confezionata lampasso fondo operato righe piccoli fiori impostano sinuosi merletti verticali interrotti bouquets floreali bordato galloni lino seta avorio filato d oro motivo bastoni frangia seta beige oro filato
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900743796-5,0900743796-5,stola,stola manifattura francese manifattura italiana,stola confezionata lampasso fondo operato righe piccoli fiori impostano sinuosi merletti verticali interrotti bouquets floreali bordato galloni lino seta avorio filato d oro motivo bastoni frangia seta beige oro filato
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1000228011,1000228011,candeliere d'altare,soggetto assente bottega italia centrale,serie candelieri base pianta triangolare piedi zampa fusto nodo vaso presenta balaustro dipinto bianco
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1000228244,1000228244,cassetta per elemosine,soggetto assente bottega umbra sec xviii,cassetta elemosine pianta quadrata sportello superiore ribalta
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1000228246,1000228246,turibolo a corpo sagomato,soggetto assente produzione italiana,turibolo base circolare modanata braciere sagomato coperchio traforato motivi anello appicagnolo piattello raccordo collegati catenelle sospensione fissate corpo turibolo
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1000228248,1000228248,candeliere,soggetto assente bottega italia centrale,coppia candelieri impostati base architettonica pianta triangolare decorata pinnacoli fusto sezione esagonale interrotto due nodi triangolari pinnacoli
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1000228249,1000228249,dipinto,san giuseppe san giovanni battista santo ambito umbro,dipinto forma rettangolare
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1000228251,1000228251,crocifisso,gesu cristo crocifisso ambito umbro,crocifisso bracci lisci titolo cartiglio srotolato montante
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1000228263,1000228263,reliquiario a ostensorio,soggetto assente bottega italia centrale,serie quattro reliquiari ostensorio impostati base pianta mistilinea legno modanato dorato elementi vegetali decorano piedi fusto sagomati ricettacolo aprono quattro teche luce ovale disposte croce attorno teca centrale mistilinea terminazione crocetta apicale avellana
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1000228264,1000228264,reliquiario a ostensorio,cherubini dassi giuseppe bottega romana,reliquiario ostensorio impostato base pianta mistilinea legno modanato dorato fusto sagomato piedi voluta ricciolo decorato cartella centrale motivi fitomorfi ricettacolo raggiato cherubini volute tralci fiori teca luce ovale cornice perle contenente reliquiario medaglione circolare fastigio padiglione sormontato sfera crocetta apicale avellana
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926126,1500926126,scultura,madonna addolorata bottega napoletana,statua manichino raffigurante addolorata capo rivolto destra occhi sofferenti verso alto testa arti scolpiti dipinti intelaiatura coperta abiti tessuto ricamati fili d oro
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926127,1500926127,scultura,immacolata concezione bottega napoletana,scultura legno raffigurante immacolata concezione attributi iconografici
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926129,1500926129,scultura,santo bottega napoletana,scultura impagliata acefala arti superiori intagliati legno priva arti inferiori
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926136,1500926136,dipinto,paesaggio tramonto paesaggio by carrillo achille ambito napoletano,paesaggio tramonto presenza diffusa alberi ombre riflettono acque torrente
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926139,1500926139,dipinto,case scure isola d elba paesaggio lande antonietta ambito napoletano,dipinto rappresenta scorcio abitato isola d elba abitazioni arco sfondo
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926140,1500926140,dipinto,contadino figura maschile by ludovisi felice ambito viterbese,ritratto primo piano contadino anziano cappello mentre fuma pipa
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926150,1500926150,ostensorio a raggiera,ostensorio bottega napoletana,ostensorio raggiera due pastiglie pasta vitrea verde rossa raggiera sorretta angelo
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926151,1500926151,reliquiario,reliquiario bottega napoletana,reliquario teca ovale circondata motivi palmette intagliate
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926152,1500926152,scultura,angeli lampadofori bottega napoletana,coppia angeli lampadofori cartapesta completamento altare parti opere scultoree
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926155,1500926155,scultura,urna bottega napoletana,urna scolpita legno corpo mummificato presumibilmente fanciullo
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926156,1500926156,scultura,putto bottega napoletana,puttino legno dorato elemento altare monumento scultoreo
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926162,1500926162,scultura,basamento ambito campano,base processionale legno scolpito indorato decorazioni volute racemi
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926163,1500926163,stola,paramenti sacri manifattura campana,paramenti liturgici tessuto decorato filo d oro
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926164,1500926164,specchiera,specchio bottega napoletana,specchio cornice legno ripropone eleganti elementi fogliacei disposti festoni
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926167,1500926167,scultura,busto maschile ambito italia centrale,frammento busto maschile probabilmente raffigurante militare riconoscono uniforme borchie
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926168,1500926168,scultura,stemma bottega napoletana,stemma lacunoso parte decorativa basso piccola rappresentazione annunciazione
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926178,1500926178,dipinto,sant antonio padova bambino ambito napoletano,dipinto raffigurati sant antonio padova bambino attorniati angeli due reggono giglio libro sacro
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926183,1500926183,dipinto,cane caccia scena caccia by toro attilio ambito napoletano,scena caccia campagna due cani
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926184,1500926184,sedia,sedia produzione italia meridionale,sedia poltroncina legno tessuto decorazioni floreali
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926205,1500926205,dipinto,presepe rivisondoli presepe spirito giuseppe ambito italia centrale,rappresentazione presepe ambientato paese abruzzese rivisondoli
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926210,1500926210,dipinto,mascherata veneziana mascherata bella vincenzo ambito napoletano,raffigurazione mascherata veneziana donne uomini maschera custumi
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926213,1500926213,dipinto,controluce figura maschile de rosa loris ambito napoletano,uomo controluce poggiato schiena davanzale finestra
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926215,1500926215,dipinto,capri faraglioni capri faraglioni by cortese federico ambito napoletano,paesaggio marino capri alberi riva
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926216,1500926216,scultura,santa bottega napoletana,busto santa parte scultura
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926217,1500926217,scultura,anime purganti bottega napoletana,coppia anime purganti parte gruppo scultoreo
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926222,1500926222,scultura,madonna trono bambino bottega napoletana,madonna trono bambino braccio
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926223,1500926223,scultura,ecce homo bottega napoletana,scultura raffigurante ecce homo lacunosa attributi iconografici
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926231,1500926231,dipinto,pelliccia nuova pelliccia nuova ambito italia centro settentrionale,ritratto donna nuda davanti specchio avvolta soltanto pelliccia
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926234,1500926234,dipinto,natura morta ambito italia centro settentrionale,rappresentazione natura morta borsa vaso fiori piatto
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926235,1500926235,dipinto,ragazzo ritratto giovane ambito italia centro settentrionale,ritratto mezzo busto giovane vestito abito cravatta sfondo rosa composto strati diversificati
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926237,1500926237,dipinto,vestito rosso figura donna ambito italia centro settentrionale,donna capelli corti raffigurata vestito rosso sfondo verde
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926239,1500926239,dipinto,tata adele specchio figura femminile ambito italia centro settentrionale,raffigurazione donna seduta spalle verso specchio
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926241,1500926241,scultura,cristo deposto bottega napoletana,scultura cristo deposto utilizzare processione
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926242,1500926242,scultura,angeli lampadofori bottega napoletana,coppia angeli lampadofori candelabri fitomorfi
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926244,1500926244,scultura,corona bottega napoletana,corona pensile teoria pendenti goccia
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926247,1500926247,scultura,sant anna bottega napoletana,scultura polimaterica lacunosa raffigurante sant anna
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926248,1500926248,scultura,crocifisso bottega napoletana,crocifisso patients croce legno
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926249,1500926249,scultura,ladrone by salzano raimondo ambito napoletano,ladrone croce cartapesta occhi aperti perizoma verde
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926251,1500926251,scultura,nuvola bottega napoletana,nuvoletta gesso parte d insieme scultoreo definito
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926254,1500926254,anfora,anfora bottega napoletana,anfore eleganti baccellature base ottagonale base appoggio intervallata dentelli
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926257,1500926257,scultura,croce d altare produzione napoletana,croce d altare raggiata ottone base pianta triangolare
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926258,1500926258,corona,corona statua produzione napoletana,corona statua indorata cerchio applicate pietre colorate decori sbalzo crocetta apicale
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926259,1500926259,candeliere,candeliere produzione napoletana,coppia candelieri altare tre piedi
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926261,1500926261,candelabro da chiesa,candelabro produzione italia centro meridionale,serie quattro candelabri muro chiesa quattro bracci
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926265,1500926265,scultura,aureola bottega napoletana,aureola raggiera statua
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926268,1500926268,candelabro da chiesa,candelabro produzione italia centro meridionale,candelabri chiesa quattro bracci base circolare legno
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926270,1500926270,candelabro da chiesa,candelabro produzione italia centro meridionale,coppia candelieri muro chiesa tre bracci
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500926271,1500926271,candelabro,candelabro produzione italia centro meridionale,candelabri legno base triangolare
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1900386128,1900386128,dipinto maschio di cetonide,dipinto maschio cetonide opera isolata by tornese rosario ambito siciliano,dipinto presenta centro composizione scarabeo raffigurato alto
https://w3id.org/arco/resource/HistoricOrArtisticProperty/2000249462,2000249462,scultura,carretto carretto by tavolara eugenio,manufatto ligneo dipinto raffigurante carretto piuttosto spoglio struttura anteriore reca incasso aggiogare coppia buoi ruote piene sponde costituite due assi diagonali tre orizzontali
https://w3id.org/arco/resource/HistoricOrArtisticProperty/2000249480,2000249480,assemblaggio,spazio estroflesso rosso pino manos,opera monocroma rosso costituita tela dipinta nastri ritorti tessuto applicati formare estroflessioni
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0303276659-10,0303276659-10,dipinto,apostolo san simone by cifrondi antonio ambito bresciano,dipinto rettangolare grande dimensione olio tela
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500730738,0500730738,piattino,piattino antonibon pasquale manifattura novese,piattino porcellana rotondo bordo ondulato coste tesa presenta quattro gruppi ramoscelli fioriti intrecciati rilievo
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500730751,0500730751,piatto,piatto by manifattura baccin cecchetto nove periodo toffanin manifattura novese,piatto terraglia rotondo presenta tesa liscia traforata motivo costituito foglie coppie divergenti stilizzate decorazione policroma contiene blu verde chiaro giallo arancio rosso nero triplice filettatura concentrica blu centro spicca mazzetto fiori recisi gettati
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500730762,0500730762,piatto,piatto by bernardi bortolo manifattura novese,piatto rotondo terraglia liscio tesa ornata sequenza rose fondo nero alternate piccoli fiori bianchi ricavati negativo foglie verdi superficie scandita filettature concentriche bruno decorazione policroma comprende rosso verde bruno manganese nero
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500730763,0500730763,piatto,piatto by manifattura baccin cecchetto nove manifattura novese,piatto terraglia scandito triplice filettatura blu ampia tesa liscia raffigurati otto uccellini equidistanti sorreggono becco lungo nastro continuo fluente andamento sinusoidale delineato azzurro centro cavetto sfondo composto fitto intreccio ramoscelli fiorellini rossi staglia mossa composizione uccelli alcuni intenti spiumarsi decorazione policroma comprende verde giallo arancio rosso viola bruno manganese azzurro blu
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500730775,0500730775,piatto,piatto manifattura viero nove manifattura novese,piatto rotondo terraglia tesa lievi ondulazioni rilievo dipinta spugnetta bruno cavetto dominato raffigurazione salamandra policromia comprende bruno nero verde giallo
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500734820,0500734820,conopeo di tabernacolo,conopeo tabernacolo ambito veneto,conopeo tabernacolo realizzato tessuto seta presenta decorazioni ricamo fili colorati dorati motivi vegetali floreali fondo bianco
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182699,0600182699,dipinto,angelo custode musicante angelo mezzo busto atto suonare flauto alice psacaropulo ambito italia nord orientale,olio tela formato rettangolare senza cornice raffigurante angelo musicante atto suonare flauto
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182700,0600182700,dipinto bozzetto,assunta bozzetto assunta chiesa arcipretale cessalto alice psacaropulo ambito italia nord orientale,bozzetto assunta angeli realizzata chiesa arcipretale cessalto tecnica mista tavola sottile cornice
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182701,0600182701,dipinto,arcangelo michele uccide demonio arcangelo michele atto debellare diavolo by alice psacaropulo ambito italia nord orientale,tecnica mista tavola formato rettangolare cornice raffigurante san michele debella demonio
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182702,0600182702,dipinto,re magi adorazione tre re magi by alice psacaropulo ambito italia nord orientale,tecnica mista tela formato rettangolare sottile cornice dorata raffigurante adorazione magi
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182703,0600182703,dipinto,madonna bambino angeli musicanti madonna bambino centro due schiere angeli musicanti lati alice psacaropulo ambito italia nord orientale,olio tela formato rettangolare cornice raffigurante vergine bambino fra due schiere angeli musicanti
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182704,0600182704,dipinto bozzetto,assunzione vergine cielo fra angeli bozzetto preparatorio assunzione vergine arcipretale cessalto alice psacaropulo ambito italia nord orientale,bozzetto olio tela formato rettangolare cornice preparatorio assunzione vergine realizzata chiesa arcipretale cessalto
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182705,0600182705,dipinto bozzetto,bozzetto assunzione vergine angeli bozzetto preparatorio assunzione vergine chiesa arcipretale cessalto hiesa arcipretale by alice psacaropulo ambito italia nord orientale,bozzetto preparatorio griglia assunzione vergine fra angeli realizzata soffitto chiesa arcipretale cessalto
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182706,0600182706,dipinto,annunciazione maria annunciazione by alice psacaropulo ambito italia nord orientale,olio tavola formato rettangolare senza cornice rappresentazione annuncio maria
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182707,0600182707,dipinto,strumenti musicali natura morta strumenti musicali sfondo rosso by alice psacaropulo ambito italia nord orientale,tecnica mista tela formato rettangolare cornice rappresentante natura morta strumenti musicali
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182708,0600182708,dipinto,das klagende lied omaggio mahler trio vocale palcoscenico strumenti musicali corda lato by alice psacaropulo ambito italia nord orientale,tecnica mista tela formato rettangolare cornice raffigurante trio vocale palcoscenico strumenti musicali corda
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182709,0600182709,dipinto,madonna bambino fra angeli musicanti madonna bambino fra due gruppi angeli lati sfondo azzurro cometa by alice psacaropulo ambito italia nord orientale,olio tela formato rettangolare cornice raffigurante madonna bambino centro fra due schiere angeli sfondo azzurro
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182710,0600182710,dipinto,trasparenze rappresentazione astratta fondale acquatico luci ombre alice psacaropulo ambito italia nord orientale,olio tela formato rettangolare provvista sottile cornice lignea rappresentazione astratta fondale acquatico
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182711,0600182711,dipinto,bosco fiamme incendio bosco tronchi primo piano lambiti fuoco by alice psacaropulo ambito italia nord orientale,olio tela formato rettangolare provvisto sottile cornice dorata raffigurazione incendio bosco
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182712,0600182712,dipinto,alberi fondo rappresentazione astratta sottili forme fitomorfe lumi rossastri immersi fondale acquatico by alice psacaropulo ambito italia nord orientale,olio tela piccolo formato rettangolare provvisto sottile cornice dorata rappresentazione astrattizzante alberi fondale acquatico
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182713,0600182713,dipinto,rocce fondo marino veduta fondale marino pesci rocce alice psacaropulo ambito italia nord orientale,piccola tela formato rettangolare provvista sottile cornice dorata rappresentazione materica fondale marino rocce pesci
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182714,0600182714,dipinto,pesci pesci tropicali rappresentazione materica fondale marino pesci tropicali formazioni rocciose by alice psacaropulo ambito italia nord orientale,olio tempera tela formato pressoche quadrangolare grande cornice raffigurante abissi marini pesci tropicali
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182715,0600182715,dipinto,natura morta lanterna interno rappresentazione natura morta lanterna primo piano alice psacaropulo ambito italia nord orientale,olio tavola piccolo formato provvista cornice vetro protezione raffigurante natura morta ambientazione domestica
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182716,0600182716,dipinto,fondo marino anfore anfore coralli pesci tropicali abissi marini anfore pesci coralli alice psacaropulo ambito italia nord orientale,olio tela formato rettangolare provvisto cornice rappresentazione fondale marino anfore coralli pesci
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0600182717,0600182717,dipinto,testa brocche vasi natura morta testa brocche vasi by alice psacaropulo ambito italia nord orientale,olio tela formato rettangolare privo cornice rappresentazione natura morta oggetti vari
