oggetto,id,tipologia,titolo,descrizione
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0100455081,0100455081,freccia,freccia strumenti accessori armi armature somalia,freccia asta sezione cilindrica legno sottile flessibile essiccato lucidato intagli geometrici estremita superiore porzione parte finale centrale avvolte corda punta ferro cuspide larga dentellata parte interiore lama collegata asta tramite corda impregnata materiale bituminoso
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000249481,2000249481,copricassa,koberibbanka,striscia tessuto ordito trama lino trama supplementare lana colori giallo nero tre lati rifinita bordo frange lana nera vista utilizzo copricassa partito decorativo rigido andamento geometrico determinato linee parallele senso lunghezza centro comparti ripete verticale elemento vegetale realizzato lana rilevo basso radici sviluppano largo tronco chioma appare tripartita
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000250038,2000250038,scala per carbonaia,iscala forronera iscalitta forronera,attrezzo formato due montanti laterali recano infissi cinque pioli orizzontali inseriti misura fori appositamente ricavati parte superiore scala presente filo ferro
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000250039,2000250039,uncino da carbonaia,unchinu forronera unchinu crabonaiu bottega fabbro carbonai,attrezzo costituito uncino metallico sviluppa angolo retto va man mano curvandosi verso interno elemento verticale uncino inserito estremita manico attraverso spaccatura tenuta strettamente chiusa anello ferro chiodo rinforzo tiene saldamente unito manico uncino
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000250041,2000250041,forcone,frucchetta crabonaiu fabbricazione industriale carbonai,forcone ferro costituito otto rebbi lunghi curvi leggermente distanziati centralmente parte inferiore presente occhiello viene incastonata fissare perno estremita manico
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000250042,2000250042,pala da carbonaia,tirudda crabonaiu tirudda linna carbonai,arnese costituito lungo robusto manico sezione circolare estremita sagomata leggera concavita
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000250043,2000250043,rastrello,pettene linna carbonai,arnese sette denti leggermente curvi rastremati cima
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000250044,2000250044,uncino da carbonaia,unchinu forronera unchinu crabonaiu carbonai,uncino estremita rastremata va man mano curvandosi verso interno
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000250045,2000250045,scopa,iscova forronera carbonai,attrezzo costituito otto rami secondari scortecciati sramati parte iniziale impugnatura trattenuti tre punti filo ferro
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000250046,2000250046,sega,serrone serrone linnaiolu segone produzione industriale,strumento dotato lunga lama denti irregolari entrambe estremita fissato occhio cilindrico inserita perpendicolarmente impugnatura sezione circolare inserita occhio fissato due ribattini
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000250047,2000250047,sega,serrone serrone linnaiolu segone produzione industriale,strumento dotato lunga lama denti irregolari entrambe estremita inserita perpendicolarmente impugnatura sezione circolare inserita occhio fissato due ribattini dotato proteggi lama legno castagno tenuto saldo lama mediante legacci pelle morfologia coincide lama parte mediana va allargandosi rispetto corpo intero arnese
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000250048,2000250048,sega,serrone serrone linnaiolu segone produzione industriale,strumento dotato lunga lama denti irregolari entrambe estremita fissato occhio cilindrico inserire perpendicolarmente impugnatura sezione circolare segone dotato proteggi lama legno castagno morfologia coincide forma lama parte mediana va allargandosi
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000250049,2000250049,sega,serrone serrone linnaiolu segone produzione industriale,strumento dotato lunga lama denti irregolari entrambe estremita fissato due ribattini occhio cilindrico inserire impugnatura
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000250050,2000250050,mantice,fodde bottega artigiana lussurgese,strumento costituito soffietto cuoio inchiodato lungo perimetro rivestimento legno forma otre culmina imboccatura quadrangolare innestato centro ugello circolare lamina ferro parte superiore inchiodate tre tavole lignee modanate
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000250051,2000250051,ferro da stiro,ferru prentzare ferru mano produzione industriale,ferro piatto base ogivale munito manico utilizzo
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000250052,2000250052,poggiaferro,tribide ferru prentzare tribidedda produzione industriale,piano supporto forma ogiva sorretto tre piedini presenta fessure parallele
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/2000250057,2000250057,ferro da stiro,ferru prentzare produzione industriale,prisma piatto base ogivale munito manico costituito due sostegni ancorati blocco ghisa incontrano sino formare impugnatura
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692542,0800692542,medaglia medaglia in ottone,medaglia medaglia ottone ritualita oggetti devozionali ambito spagnolo universita valladolid,medaglia ottone raffigurante san nicola bari forma ovale sormontata decoro foglie d acanto foro appenderla san nicola bari portante mano bastone episcopale circondato due angeli
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692547,0800692547,divano/letto divano/letto in ferro,divano letto divano letto ferro arredi suppellettili,divanetto letto ferro bordeaux cuscini materasso
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692548,0800692548,toeletta toeletta da stanza,toeletta toeletta stanza arredi suppellettili,toeletta bianca riverniciata completa brocca catino saponetta asciugamano
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692549,0800692549,calze paia di calze in lana,calze paia calze lana abbigliamento ornamenti corpo vestimenti,n due paia calze
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692550,0800692550,pantaloni pantaloni in tessuto sintetico,pantaloni pantaloni tessuto sintetico abbigliamento ornamenti corpo vestimenti ambito bolognese,n paia pantaloni lunghi verde scuro marrone chiaro quadretti
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692551,0800692551,cappello cappello con visiera in cuoio,cappello cappello visiera cuoio abbigliamento ornamenti corpo copricapi ambito bolognese,cappello grigio visiera cuoio nero
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692552,0800692552,giacca giacca con reveres in velluto nero,giacca giacca reveres velluto nero abbigliamento ornamenti corpo vestimenti ambito bolognese,giacca reveres velluto nero
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692553,0800692553,gilet gilet a quadretti,gilet gilet quadretti abbigliamento ornamenti corpo vestimenti,gilet quadretti
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692554,0800692554,ciondolo bierzipfel,ciondolo bierzipfel strumenti accessori corporazione genia monaco germania,bierzipfel composto catenella appesa fascia gros grain ripiegata colori lilla oro blu quattro inserti argento due estremita punto piegatura collegato catenella ultimo recto inciso emblema corporazione composto scudo sormontato elmo piumato centro monogramma corporazione hs verso scritta z fr erg d schone tanzestunde gew r paul hilbig catenella appeso ciondolo scritta interlaken jungfrau raffigurante scorcio cittadina svizzera
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692555,0800692555,camicia camicia in cotone,camicia camicia cotone abbigliamento ornamenti corpo vestimenti,camicia bianca cotone
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692556,0800692556,spada sciabola (saebel),spada sciabola strumenti accessori armi armature corporazione guestfalia heidelberg germania,spada mensur detta sciabola sabel paramano colori corporazione guestphalia feltro verde bianco nero sciabola tre tipi spade usate studenti mensur tuttavia oggi piu uso
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692557,0800692557,spada spada da mensur,spada spada mensur strumenti accessori armi armature corporazione rheno nicaria mannheim und heidelberg germania,spada mensur acciaio paramano rivestito interno feltro rosso esterno feltro nero bianco verde manico stati incisi monogramma corporazione studentesca accompagnato nomi maurizio muston horst pfeifer forma spada detta mensur schlaeger
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692558,0800692558,maschera maschera da mensur,maschera maschera mensur abbigliamento ornamenti corpo copricapi ambito tedesco corporazione studentesca,elmo protezione mensur calotta feltro foderata cotone maschera rete metallica protezioni pelle
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692565,0800692565,pipa pipa di legno,pipa pipa legno strumenti accessori,pipa legno bocchino plastica fornello porcellana bianca recante immagine figura femminile nazionalita spagnola
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692566,0800692566,lampada lampada da scrivania,lampada lampada scrivania arredi suppellettili contenitori recipienti oggetti uso domestico,lampada ottone usato studenti illuminare scrivania
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692567,0800692567,pipa pipa in porcellana,pipa pipa porcellana strumenti accessori,pipa porcellana bianca senza disegni bocchino verniciato color marrone
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692568,0800692568,lettera lettera in tedesco,lettera lettera tedesco strumenti accessori,lettera tedesco datata
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692569,0800692569,calamaio calamaio di ceramica,calamaio calamaio ceramica strumenti accessori,calamaio ceramica smaltata colore marrone scuro calamaio reca totale buchi
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692570,0800692570,calamaio calamaio di ceramica,calamaio calamaio ceramica strumenti accessori,calamaio ceramica smaltata colore nero calamaio reca totale quattro buchi varia misura
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692571,0800692571,stilografica penna stilografica,stilografica penna stilografica strumenti accessori,penna stilografica legno
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692572,0800692572,documento documento in tedesco,documento documento tedesco strumenti accessori,carta herzliches lebewohl lista nomi persona associati provenienza geografica
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692573,0800692573,cancelleria cancelleria varia,cancelleria cancelleria varia strumenti accessori,cancelleria carte varie fogli protocollo due quaderni portfolio lettera stampata
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692574,0800692574,scrittoio-libreria scrittoio-libreria in legno,scrittoio libreria scrittoio libreria legno arredi suppellettili mobili,scrittoio libreria pino due pezzi xix secolo
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692575,0800692575,sedia sedia porta abiti,sedia sedia porta abiti arredi suppellettili ambito universitario cambridge,sedia portabiti legno due cassetti scomparsa sotto seduta asta estraibile appendere pantaloni nascosta dietro schienale retro legge vecchio numero inventario college cambridge placchetta posta retro seduta
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692576,0800692576,bastone bastone in legno e avorio,bastone bastone legno avorio strumenti accessori corporazione adelphia giessen germania,bastone legno nero manico avorio manico presenta bassorilievo stemma corporazione adelphia composto scudo inquartato sormontato elmo piumato
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692577,0800692577,"bastone bastone in legno, metallo e avorio",bastone bastone legno metallo avorio strumenti accessori corporazione palatia heidelberg germania,bastone legno color nocciola manico avorio
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692578,0800692578,boccale boccale in vetro,boccale boccale vetro arredi suppellettili corps guestphalia berlin,boccale birra vetro centro emblema corporazione guestphalia composto scudo quartato sormontato elmo piumato colori verde bianco nero pieno profilo sinistra incorniciato motto guestphalia s panier eintracht halt macht
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692579,0800692579,bottiglia bottiglia in vetro,bottiglia bottiglia vetro strumenti accessori,bottiglia vetro
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692580,0800692580,tavolino tavolino di legno,tavolino tavolino legno arredi suppellettili mobili corporazione franconia fribergensis aquisgrana germania,tavolino legno due ripiani ripiano superiore disegnato sotto vetro emblema corporazione franconia friburgensis stemma composto scudo sagomato inquartato elementi legati corporazione centro monogramma lungo bordo motto eintracht halt macht gladius sit vindex noster scudo sormontato elmo piumato verde bianco rosso sopra emblema motto franconia s panier sotto emblema tre nomi dedica ricevente w volker data luglio
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692581,0800692581,baule baule da viaggio,baule baule viaggio arredi suppellettili ambito francese,baule viaggio legno rivestito cotone rosso inserti bianchi parti rinforzate metallo maniglie laterali cuoio chiusure frontali metallo appoggiato terra baule assume funzione piccolo armadio parte appendiabiti mentre altra parte cinque cassetti
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692582,0800692582,tappeto tappeto,tappeto tappeto arredi suppellettili,tappeto sintetico arreda stanza studente interno meus
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692583,0800692583,specchio specchio rettangolare,specchio specchio rettangolare arredi suppellettili,specchio rettangolare appeso parete stanza studente interno meus
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692584,0800692584,boccale boccale in ceramica,boccale boccale ceramica arredi suppellettili universita heidelberg,boccale birra ceramica grigio beige recante immagini rappresentano universita heidelberg chargierten colori corporazione rosso bianco nero ostello hirschgasse
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0800692585,0800692585,boccale boccale in vetro,boccale boccale vetro arredi suppellettili burschenschaft rhenania munchen,boccale vetro coperchio peltro emblema corporazione studnetesca arminia wurzburgse
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0303275371,0303275371,cassa,cassone,cassone quadrato legno interno foderato metallo
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0303275372,0303275372,cassa,cassone,cassone legno rivestimento zinco munito coperchio legno
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0303275373,0303275373,torchio idraulico,torchio idraulico beni territorio agro silvo pastorali caccia pesca,vari elementi componenti alcuni torchi idraulici
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0303275374,0303275374,coperchio,coperchio beni territorio agro silvo pastorali caccia pesca,coperchi circolari legno muniti manico
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0303275375,0303275375,mastello,mastello beni territorio agro silvo pastorali caccia pesca,mastello circolare legno anelli metallo presenta foro laterale fuoriuscita olio
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0303275376,0303275376,mastello,mastello beni territorio agro silvo pastorali caccia pesca,mastello forma tronco conica metallo due manici posti parte superiore
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0303275377,0303275377,mastello,mastello beni territorio agro silvo pastorali caccia pesca,mastello grandi dimensioni manici laterali ghiere rinforzo
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0303275378,0303275378,carretto,carretto beni territorio agro silvo pastorali caccia pesca,carretto legno due ruote legno rivestite metallo
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0303275379,0303275379,carretto,carretto beni territorio agro silvo pastorali caccia pesca,carretto legno ruote legno ghiere metallo tracce colorazione azzurra
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0303275380,0303275380,anfora,anfora beni territorio agro silvo pastorali caccia pesca,anfora terracotta grandi dimensioni iscrizione marchio societa lago garda
https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0303275381,0303275381,sega circolare,sega circolare beni territorio agro silvo pastorali caccia pesca,banco lavoro legno sega circolare
