oggetto,id,tipologia,titolo,descrizione
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277340,0900277340,testa/ femminile,testa femminile,testa femminile ideale frontale volto ovale scolpito superfici ampie lisce bassa fronte triangolare occhi spesse palpebre labbra carnose serrate mento arrotondato tratti essenziali capigliatura riconoscibili nonostante cattivo stato conservazione lati tempie fino sopra orecchi scendono due bande ciocche formano massa rigonfia davanti sopra orecchi retro capelli sollevati altezza nuca avvolti cosi formare larga crocchia verso confluiscono due bande laterali
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277510,0900277510,testa/ maschile,vespasiano,volto leggermente asimmetrico zigomo occhio sinistro risultano leggermente piu alti guancia sinistra piu scavata fronte alta solcata tre pieghe arcuate occhi palpebre orlo arrotondato rughe profonde presso angoli esterni naso largo base guance piene leggeri rigonfiamenti lati naso bocca bocca serrata labbro superiore sottile mascelle robuste mento prominente sottogola pronunciato capigliatura resa corte ciocche aderenti capo pettinate avanti verso fronte appiattite superiormente piu rigonfie tempie collo tozzo robusto muscolo sternocleideomastoideo sinistro lievemente contratto
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277512,0900277512,testa/ maschile,bambino ignoto,testina bambino originariamente volta verso sinistra dimostrano inclinazione porzione collo conservata asimmetria capigliatura volto volto paffuto fronte scoperta tranne due ciocche ondulate occhi leggermente asimmetrici palpebre orlo arrotondato caruncole lacrimali profonde guance piene bocca dischiusa leggermente sorridente labbro superiore sottile labbro inferiore carnoso mento piccolo capelli corti aderenti capo vortice occipite ciocche ondulate inanellate lavorate piu profondamente trapano sopra orecchio sinistro davanti orecchio destro breve ciocca estremita ricurva verso guancia
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277514,0900277514,busto/ maschile,figura dionisiaca,bustino maschile dionisiaco testa leggermente inclinata verso alto volta verso spalla destra volto lievemente asimmetrico fronte bassa bozze frontali sporgenti occhi palpebra superiore rigonfia sguardo rivolto verso alto bulbi oculari iride pupilla incavate naso largo bocca dischiusa folti baffi barba abbondante lavorata trapano orecchie scoperte sinistro dimensioni maggiori destro capelli lunghi fino circa meta collo ciocche profondamente lavorate trapano cinte corona foglie d edera rialzate fronte tempie inanellate collo busto nudo tagliato altezza petto sotto spalle spalle robuste clavicole sporgenti profonda fossetta base collo peduccio serpentino
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277515,0900277515,busto/ maschile,erote,testa leggermente volta verso spalla sinistra volto pieno fronte bassa sopracciglia nette arcuate occhi palpebre spesse naso largo guance piene bocca piccola dischiusa capigliatura resa ciocche sottili cinta corona foglie d edera cuoriformi nervatura centrale rilevata due ciocche annodate sopra fronte fra pendente goccia busto pertinente dimensioni eccessive tagliato omeri sotto petto muscoli pettorali prominenti nebris gettata spalle annodata petto forse pertinente doppia erma
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277516,0900277516,testa/ maschile,bambino ignoto,volto paffuto fronte alta sopracciglia segnate leggero rigonfiamento corrispondenza glabella occhi palpebre superiori orlo arrotondato angoli esterni tangenti palpebre inferiori bulbi oculari appiattiti centro caruncole poco profonde naso largo radice bocca carnosa dischiusa piccolo mento tondeggiante capigliatura lunghe ciocche ondulate pettinate avanti parte alta capo divergenti fronte lati volto nuca ciocche terminano riccioli corposi ampio foro centrale peduccio modanato
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277517,0900277517,busto/ femminile,busto femminile,testina femminile probabilmente finita montata bustino nudo forma squadrata tagliato prima spalle altezza petto volto presenta ovale pieno occhi distanziati orli palpebre arrotondati bocca dischiusa labbra sottili orecchio destro sporgente lavorato sommariamente orecchio sinistro reso capigliatura suddivisa spicchi lavorati modo difforme due bande costituite ciocche ondulate appiattite incorniciano volto meta sinistra capo spicchi solcati lunghe ciocche ondulate distinte pettinate verso occipite mentre meta destra essi lisci treccia disposta longitudinalmente parte alta capo presso occipite visibili due fermagli forma circolare
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277524,0900277524,testa/ maschile,divinita barbata,fronte alta arcate sopracciliari leggermente sporgenti sopracciglia rilevate palpebre superiori leggermente rigonfie margine spesso angoli esterni sovrapposti palpebre inferiori bulbo oculare appiattito centro naso diritto bocca dischiusa labbro inferiore carnoso ben delineato labbro superiore coperto folti baffi divergenti centro resi ciocche ondulate barba fluente ciocche mosse bipartite mento estremita inanellata chiome folte ondulate pettinate avanti parte alta capo aderenti testa zona posteriore cranio risultano piu corpose lati volto nuca dispongono ordinatamente estremita inanellate ciocche bipartite rialzate fronte scendono fino collo coprendo orecchie
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277526,0900277526,testa/ maschile altorilievo,asclepio,testa divinita barbata inserita medaglione moderno fronte bassa arcate sopracciliari sporgenti due pieghe verticali corrispondenza glabella palpebre superiori rigonfie presso angoli esterni occhi infossati bulbi oculari iride semicircolare incisa leggermente palpebre inferiori margine arrotondato naso stretto radice labbro superiore coperto folti baffi divergenti corrispondenza filtro nasale labbro inferiore carnoso ben delineato leggero affossamento centrale barba fluente lunga resa ciocche ondulate bipartita mento due lunghe ciocche attorte capigliatura folta ondulata scende fino spalle coprendo totalmente orecchi ciocche rialzate fronte aderenti capo parte posteriore cranio piu voluminose abbondantemente lavorate trapano lati volto
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277529,0900277529,testa/ maschile,arpocrate,testina leggermente reclinata verso destra volto paffuto fronte alta occhi allungati palpebre superiori spesse arrotondate bocca probabilmente dischiusa capelli lunghi fino collo resi ciocche ondulate legate ciuffo sommita capo desinenti riccioli rigonfi lati volto aderenti capo appena distinte leggeri solchi trapano parte posteriore testa
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277531,0900277531,testa/ maschile,arpocrate,testa leggermente volta verso sinistra volto pieno fronte cinta benda occhi piccoli distanziati palpebre superiori spesse orlo arrotondato guance paffute bocca lievemente sorridente angoli approfonditi capo cinto benda ornata due corimbi capelli lunghi collo desinenti riccioli corposi lati volto raccolti ciuffo sopra fronte ciocca guancia destra
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277532,0900277532,torso femminile panneggiato,torso femminile panneggiato,figura gravitava gamba sinistra effetto ponderazione fianco destro risulta leggermente rialzato braccio destro piegato avanti braccio sinistro abbassato lungo fianco leggermente flesso indossa tunica fittamente pieghettata ampio scollo rotondo cinta sotto seni kolpos orlo sinuoso visibile coscia destra sopra veste mantello copre entrambe spalle dorso rimbocca avambraccio destro attraversa diagonalmente torso avvolgendo infine avambraccio sinistro
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277533,0900277533,testa/ femminile erma,testa femminile erma,retro testa scolpita blocco unico collo parte busto piatto testa impostata frontalmente volto ovale fronte spaziosa occhi bulbi oculari emisferici profonda caruncola lacrimale forma triangolare palpebre superiori sovrapposte inferiori angolo esterno occhi ampio filtro nasale bocca dischiusa labbra sottili contorni sfumati capigliatura cinta larga benda visibile parte alta capo seminascosta tempie lati collo lunghe ciocche orecchie scoperte ciocche rese sommariamente distinte parte destra fronte collo file forellini contigui fronte orecchie ciocca ondulata collo lungo robusto fossetta base
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277534,0900277534,sarcofago /frammento,centauri marini nereidi eroti,frammento parte sinistra fronte
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277535,0900277535,testa/ maschile,intellettuale,testa solidale collo fronte ampia solcata due brevi rughe orizzontali arcate sopracciliari lievemente sporgenti glabella due pieghe verticali orizzontale radice naso occhi bulbo convesso iride incisa piccola pupilla cuoriforme palpebre superiori spesse margine netto sovrapposte inferiori presso angoli esterni occhi naso dorso largo diritto bocca chiusa labbro inferiore sottile labbro superiore coperto folti baffi ciocche divergenti corrispondenza filtro nasale zigomi alti guance piene coperte barba fluente lunga fino base collo resa corte ciocche ondulate orecchie scoperte capigliatura ciocche mosse distinte formanti vortice stellare sommita capo disposte ordinatamente occipite pettinate avanti parte alta testa centro testa quattro ciocche divergenti forcella peduccio modanato
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277536,0900277536,statuetta/ maschile,statuetta maschile,figura giovanile nuda gravita gamba destra sinistra flessa leggermente arretrata piede poggiante rialzo marmoreo effetto ponderazione spalla sinistra fianco destro rialzati braccio destro abbassato sinistro scostato corpo reggeva corno potorio modellato torso morbido muscoli pettorali addominali prominenti capezzoli tondeggianti testa volta verso spalla sinistra leggermente reclinata volto ovale fronte ampia naso diritto bocca chiusa capigliatura ciocche corte ondulate leggermente rialzate fronte dietro gamba destra tronco sostegno nodoso rastremato verso alto basetta circolare modanata
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277537,0900277537,statuetta/ maschile,apollo,figura nuda gravita gamba destra sinistra leggermente flessa braccio destro abbassato braccio sinistro piegato avanti mano regge impugnatura arco appoggiava spalla coscia sinistra visibili due risalti modellato torso accurato muscoli pettorali ampi addominali ben delineati piedi calzari alti fino caviglia dita scoperte dietro coscia destra tronco sostegno alto fino glutei testa leggermente volta verso spalla destra volto ovale occhi palpebre spesse iride leggermente incisa pupilla forata caruncola lacrimale profonda naso diritto bocca piccola carnosa capigliatura ciocche sottili distinte cinta benda annodata nuca spartita centro fronte due bande descrivendo ampia curva passano sotto benda lasciando semiscoperte orecchie chioma scende posteriormente coprire collo basetta ovale modanata
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277538,0900277538,statuetta maschile,eros,figura nuda gravita gamba sinistra destra leggermente flessa arretrata tallone sollevato poggiante rialzo marmoreo busto leggera torsione verso sinistra indietro testa riversa viso rivolto verso alto leggermente reclinato verso spalla sinistra braccio sinistro proteso verso alto destro sollevato lateralmente piegato modellato torso presenta addome prominente ombelico reso fossetta circolare dietro gamba sinistra tronco sostegno nodoso rastremato verso alto giunge fino gluteo appoggiata faretra ricolma frecce volto paffuto occhi distanziati caruncole lacrimali profonde bocca dischiusa angoli esterni segnati foro capelli lunghi fino collo ondulati ciocche legate ciuffo fronte lati volto collo ciocche abbondantemente solcate trapano basetta circolare modanata
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277539,0900277539,statuetta/ femminile,artemis amazzone,figura stante gravita gamba destra gamba sinistra avanzata braccio destro abbassato discosto corpo sinistro sollevato lato piegato indossa chitone corto ginocchio cinto fianchi lascia scoperto seno destro balteo attraversa diagonalmente torso passa sopra spalla destra piedi calzari allacciati caviglia dita piedi scoperte testa leggermente volta verso spalla sinistra volto ovale fronte alta occhi distanziati palpebre spesse naso diritto bocca piccola chioma trattenuta due bende spartita centro fronte due bande ondulate raccolte occipite dietro gamba destra tronco sostegno alto fino ginocchio lato gamba sinistra collegato puntello cane accucciato muso rivolto verso alto collare base forma ovale
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277540,0900277540,"urna/ cineraria, a vaso",urna cineraria vaso,urna cineraria vaso orlo arrotondato sagomato appoggio coperchio breve collo concavo corpo emisferico piede troncoconico
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277541,0900277541,urna/ coperchio,urna coperchio,coperchio troncoconico pareti concave apice piatto
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277542,0900277542,statuetta/ femminile,hygieia,figura gravita gamba sinistra destra leggermente flessa posta lato braccia piegate avanti accostate corpo mano sinistra stringe coppa destra serpente avvolge attorno avambraccio indossa chitone manicato cinto vita lungo fino piedi formante ampio kolpos mantello drappeggiato spalle lascia scoperto braccio destro attraversa diagonalmente torso raccoglie avambraccio sinistro ricadendo lungo fianco fino ginocchia piedi calzati testa leggermente volta verso spalla sinistra volto ovale regolare occhi iride incisa pupilla forata caruncole lacrimali profonde naso diritto bocca piccola chiusa capigliatura cinta sottile benda spartita centro fronte due bande ondulate raccolte nodo nuca due ciocche fronte annodate fiocco sommita capo basetta circolare modanata
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277544,0900277544,testa/ femminile,afrodite,testa leggermente volta verso sinistra volto ovale regolare lineamenti delicati arcate sopracciliari rilevate occhi taglio mandorla piccoli palpebre orlo netto profonda caruncola lacrimale naso diritto filtro nasale reso fossetta allungata bocca piccola dischiusa labbro superiore sottile leggermente proteso avanti capigliatura cinta benda spartita due bande ondulate incorniciano volto raccolgono nuca nodo sfuggono alcune ciocche orecchie semiscoperte centro fronte due ciocche ravviate indietro raccolte voluminoso fiocco farfalla sommita capo peduccio modanato
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277585,0900277585,testa/ maschile,ritratto ignoto,testa virile fronte ampia leggermente aggrottata solcata tre rughe andamento orizzontale parallele altre due rughe andamento verticale radice naso occhi palpebre ben delineate privi notazione iride pupilla base naso stretta dipartono due rughe fossetta naso labiale rigonfia bocca piccolissima labbra sottili chiusa mento piccolo appuntito mandibola sporgente volto magro guance scavate zigomi sporgenti orecchie piccole aderenti testa capigliatura ciocche separate une altre linee incise poco corposa diparte vertice movimento vortice mentre fronte ciocche uncinate disposte piu file davanti orecchie disposte maniera disordinata nuca coda rondine
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277586,0900277586,testa/ maschile,apollo,testa lieve torsione verso sinistra evince posizione muscoli collo fronte ampia superficie ribassata meta superiore leggermente rigonfia inferiormente occhi mandorla palpebre ben delineate naso piccolo diritto dorso piatto evidenziate fossette labio nasali bocca piccola labbra sottili profilo arcuato semiaperta mento piccolo rotondo volto liscio giovanile ovale capelli resi morbide ciocche forte uso trapano scriminatura centrale parte portati indietro raccolti nuca ricadono due ciocche parte rialzati formare krobylos sommita testa parte rialzata capigliatura trattenuta nastro trattiene fiocco capelli testa nuca capelli dipartono vortice rilievo quasi piatto davanti orecchie parzialmente coperte due riccioli
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277598,0900277598,statuetta/ maschile,apollo hermes,statuetta maschile nuda stante gamba sinistra destra piegata portata indietro piede rialzato movimento rialzano anca spalla sinistra braccio destro fino gomito steso lungo corpo sinistro aderente corpo piegato gomito spalla sinistra poggiato mantello scende coprire fianco corrispondente parte schiena fino polpacci anteriormente bene evidente muscolatura sotto epidermide muscoli pettorali arcata epigastrica lombi rilievo ombelico indicato mediante abbassamento superficie posteriormente natiche rotonde sporgenti spina dorsale evidenziata mediante linea incisa segue andamento corpo sostegno conformato tronco d albero base roccia
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277601,0900277601,testa/ maschile,apollo,testa giovanile piegata lateralmente destra volto pieno carnoso occhi grandi palpebra superiore ben delineata fossetta lacrimale indicata piccolo foro trapano iride pupilla incise sopracciglia appena delineate tramite leggero innalzamento superficie marmo naso piccolo narici rese forellini trapano bocca piccola labbro inferiore carnoso superiore accennato bocca appare dischiusa solcatura fra labbra mento rotondo sporgente capigliatura grosse ciocche ondulate terminante boccoli spirale scende lati volto coprendo orecchie fino base collo centro fronte ciocche dispongono tenaglia sopra invece raccolte larga treccia posteriormente arriva fino nuca erma quadrangolare liscia
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277605,0900277605,busto/ maschile,dioniso silvano,testa maschile leggermente volta destra volto piccolo fronte solcata profonda ruga orizzontale due rughe verticali sopra radice naso bozze frontali arcate sopraciliari marcate occhi piccoli palpebre ben delineate bocca piccola labbro inferiore separato mento rotondo tramite incavo semicircolare barba folta ricciuta copre meta inferiore volto ciocche terminano voluta occhio costituito forellino trapano altre notazioni rese incisione capigliatura composta lunghi capelli ondulati scriminatura centrale scendono ondulazioni lati volto coprendo orecchie fino base collo testa cinta corona formata dieci ciuffi aghi pino pigne cinque ogni lato forma trapezoidale solcati incisioni parallele busto coperto diagonale pelle cerbiatto allacciata spalla sinistra
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277606,0900277606,sarcofago /parte di,fatiche eracle cerva cerinea,frammento pertinente lato minore rimangono lati listelli dorso piatto inquadravano scena
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277607,0900277607,testa/ maschile,intellettuale identificato euripide,testa barbata erma moderna testa prospetto fronte molto ampia profilo curvilineo due rughe angolo acuto radice naso arcate sopraciliari nette occhi grandi bulbo oculare profilo convesso privi notazione iride pupilla palpebre ben delineate solco lacrimale reso forellino trapano guance scavate naso diritto bocca piccola carnosa barba folta compatta corposa formata peli resi incisioni semicircolari parallele realizzate altro senso guance piu articolate mento capigliatura anch essa brevi ciocche rese mediante incisioni lato sinistro fronte disposizione tenaglia resto fronte uncino mentre lati scende fino base collo coprire orecchie retro sommariamente lavorato
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277609,0900277609,statuetta/ femminile,pomona,figura semi recumbente fianco sinistro busto sollevato ruotato leggermente avanti torsione verso destra appoggia gomito sinistro braccio destro probabilmente mano corrispondente appoggiata coscia gamba destra leggermente piegata ginocchio tesa avanti sinistra anch essa piegata ginocchio incrocia sotto altra gamba altezza piede testa volta verso destra volto giovanile occhi palpebre ben delineate sacche lacrimali sottolineate forellini trapano bocca chiusa angoli sottolineati forellini trapano capelli scriminatura centrale portati indietro lasciando scoperta parte inferiore orecchie raccolgono grossa crocchia nuca crocchia lati sfuggono due grosse ciocche ricadono spalle doppia corona fiori frutta fissata nodo orecchie attraversa testa
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277610,0900277610,rilievo /parte di,famiglia adoranti asclepio,margine sinistro inquadrato listello piatto rilievo montato supporto legno moderno
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277611,0900277611,testa maschile,atleta ambito greco,testa atletica leggermente volta destra testa fronte liscia occhi grandi bulbo profilo convesso privo notazione iride pupilla caruncola evidenziata palpebra superiore inferiore ben delineata naso diritto dorso piatto evidente fossetta labio nasale bocca chiusa carnosa fornita labbra profilo arcuato inferiore separato mento rotondeggiante tramite fossetta semicircolare volto ovale privo rughe capigliatura nido vespa ottenuta tramite riccioletti circolari forellino centrale compatta attraversa fronte scende lati lasciando scoperte orecchie piccole aderenti terminando posteriormente attaccatura collo anteriormente fornito fossetta base dipartono verso alto due tendini andamento divergente
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277612,0900277612,testa/ maschile,testa maschile,testa virile ideale leggermente volta sinistra fronte bassa bozze appena rilevate occhi mandorla palpebre secche sporgenti ben delineate caruncola accentuata naso diritto sottile bocca piccola socchiusa mento rotondeggiante volto benche pieno struttura quadrata restringe corrispondenza tempie capigliatura ciocche morbide disposte maniera disordinata fronte lati volto orecchie attaccatura molto bassa scoperte posteriormente capelli giungono poco sotto attaccatura collo
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277618,0900277618,testa/ maschile,gallo,testa appare prospetto arcata sopraciliare ben delineata occhi grandi ben disegnati palpebra superiore abbastanza spessa congiunge esterno bulbo oculare convesso privo connotazione iride pupilla guance lisce prive barba volto pieno giovanile fronte abbastanza ampia lasciata libera capelli rialzati portati indietro mentre lati ricadono lunghe ciocche mosse lasciano scoperte orecchie ben modellate
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277619,0900277619,testa/ maschile,gigante morto,testa maschile barbata leggermente volta sinistra collo torsione occhi chiusi resi palpebra superiore abbassata separata inferiore mediante profonda solcatura semicircolare leggermente obliqua sopracciglia bozze frontali evidenziate naso abbastanza largo base narici rese fori trapano bocca socchiusa angoli esterni incurvati verso alto labbro inferiore piccolo carnoso superiore coperto baffi formano riccioletto lati bocca guance parte superiore lisce inferiore coperta barba folta compatta resa corti riccioletti fronte ampia lasciata libera capigliatura resa corpose ciocche ondulate separate profondi solchi trapano portate indietro fra ciocca ciocca file forellini trapano ponticelli stati eliminati
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277622,0900277622,testa/ femminile,testa femminile,testa femminile visione frontale fronte liscia forma rettangolare occhi stretti forniti palpebre pesanti naso diritto largo base bocca serrata labbra appena rilevate mento rotondo sporgente volto pieno squadrato guance carnose capelli raccolti elaborata acconciatura consiste banda stretta diparte centro fronte serie bande laterali riecheggiano tipo melone ciocche separate solcature orizzontali
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277623,0900277623,testa/ femminile,testa capite velato,testa femminile capite velato testa appare reclinata verso destra occhi grandi palpebra superiore inferiore spessa ben delineata volto largo carnoso capelli visibili tratto lato destro morbide ciocche ondulate tirati indietro lasciando scoperte orecchie velo scende diritto lati volto
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277624,0900277624,testa/ maschile,testa maschile,testa torsione verso sinistra appare leggermente sollevata fronte alta triangolare ribassata meta superiore rigonfia inferiore fino coprire parzialmente spesse palpebre occhi grandi profilo mandorla obliqui verso basso cosi bocca rimane linea incisione separava labbra labbro inferiore risulta appena accennato volto largo lascia intravedere struttura ossea sottostante restringendosi lievemente tempie capigliatura resa forte aggetto abbondante uso trapano compone corte ciocche scriminate fronte leggermente rialzate dispongono bande digradanti verso orecchie quali visibile meta inferiore
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277627,0900277627,testa/ maschile,testa maschile,testina barbata posizione frontale fronte piuttosto bassa forma rettangolare occhi grandi privi notazione iride pupilla palpebre ben delineate naso piccolo corto bocca labbra sottili superiormente profilo arcuato angoli sottolineati forellini trapano mento sporgente profondo incavo fra labbro inferiore volto piuttosto largo triangolare inferiormente corta barba riccioletti rotondi incornicia parte inferiore guance arrestandosi poco prima mento capelli anch essi resi riccioletti rotondi foro centrale nido vespa piu corposi lati coprono orecchie piu piatti retro superiormente lungo taglio superiore rimane traccia elemento liscio incorniciava parte superiore testa
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277643,0900277643,erma,pan,erma itifallica testa occhi profilo curvilineo palpebre ben delineate pesanti bulbi oculari sporgenti notazione iride pupilla bocca chiusa fornita labbra carnose profilo arcuato capigliatura dispone emme fronte lati volto scende riccioletti terminanti voluta lascia scoperte orecchie appuntite posteriormente raccoglie lunga treccia giunge fino fondo spalle barba diparte due bande allacciata dietro collo baffi lunghi angolati sommita pilastrino braccia destro steso lungo erma regge mano situla ovoide braccio destro invece piegato gomito tiene mano corrispondente zampe capretto poggiato spalla sinistra erma coperta superiormente nebris peli resi ciuffetti brevi rilievo muso zampe lati corrispondenza collo allacciato
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277644,0900277644,rilievo,dioniso pantera,rilievo forma leggermente trapezoidale privo inquadramento
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277649,0900277649,statua/ maschile,statua maschile,statua maschile nuda stante gamba destra sinistra flessa spostata lato anca destra rialzata sinistra abbassata movimento chiastico braccio destro staccato corpo sinistro alzato spalla sinistra corposo drappeggio ricade pieghe fitte parallele lungo fianco corrispondente figura appare ben strutturata fornita potente muscolatura partizioni appaiono ben evidenziate ombelico inciso peli pube resi riccioletti nido vespa forellini trapano tracce puntello rimangono coscia sinistra lato fianco destro primo probabilmente interpretare punto misura copista
https://w3id.org/arco/resource/ArchaeologicalProperty/0900277651,0900277651,testa/ maschile,atleta eroicizzato,testa maschile ideale fronte prominente meta inferiore scavata superiore occhi taglio obliquo allungati profondamente incassati orbite palpebra superiore ben delineata inferiore appena accennata naso restauro diritto bocca piccola socchiusa labbra carnose mento rotondo sporgente volto ovale pieno liscio capelli ciocchette corte morbide separate fra mediante linee incise fori trapano fronte portati indietro mentre lati scendono disordinatamente formando massa rigonfia lasciando scoperte orecchie piccole aderenti tenia ritorta avvolge capigliatura sopra capelli risultano piu aderenti calotta cranica nuca capelli formano corposi riccioli testa busto stondato poggia base cubica
